"","ensgene","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521","hgnc_symbol"
"20384","ENSG00000204197",0,0,0,0,0,0,0,0,"KIFC1"
"20385","ENSG00000204209",1042,969,908,559,1742,1668,865,945,"DAXX"
"20386","ENSG00000204217",2970,2594,3820,2106,4018,5214,3074,3212,"BMPR2"
"20387","ENSG00000204219",798,439,614,189,661,499,278,178,"TCEA3"
"20388","ENSG00000204220",228,248,296,153,276,381,220,201,"PFDN6"
"20389","ENSG00000204221",0,0,0,0,0,0,0,0,"WDR46"
"20390","ENSG00000204227",968,828,1003,519,1061,1135,834,633,"RING1"
"20391","ENSG00000204228",86,61,78,35,58,69,100,72,"HSD17B8"
"20392","ENSG00000204231",1320,1049,1175,757,1231,1317,1040,966,"RXRB"
"20393","ENSG00000204237",218,224,207,139,202,249,155,184,"OXLD1"
"20394","ENSG00000204241",6,0,4,0,4,1,5,1,"LINC02731"
"20395","ENSG00000204246",0,0,0,0,1,0,0,0,"OR13C3"
"20396","ENSG00000204248",35,19,28,17,49,47,29,13,"COL11A2"
"20397","ENSG00000204250",0,0,0,0,0,0,0,0,"LINC00587"
"20398","ENSG00000204252",2,0,0,0,0,1,1,2,"HLA-DOA"
"20399","ENSG00000204253",600,671,675,394,698,816,541,539,"HNRNPCP2"
"20400","ENSG00000204256",3315,2868,3831,1839,4411,4335,3018,2679,"BRD2"
"20401","ENSG00000204257",187,140,340,174,398,336,220,185,"HLA-DMA"
"20402","ENSG00000204261",10,6,17,7,15,10,13,12,"PSMB8-AS1"
"20403","ENSG00000204262",13122,17384,16267,11180,17860,23767,12598,17368,"COL5A2"
"20404","ENSG00000204264",456,406,474,241,516,515,445,406,"PSMB8"
"20405","ENSG00000204267",170,192,276,164,270,226,249,153,"TAP2"
"20406","ENSG00000204271",105,86,117,58,131,126,87,94,"SPIN3"
"20407","ENSG00000204272",383,354,465,260,513,496,293,339,"NBDY"
"20408","ENSG00000204276",0,0,0,0,0,0,0,0,NA
"20409","ENSG00000204277",0,0,0,0,0,0,0,0,"LINC01993"
"20410","ENSG00000204278",0,0,0,0,0,0,0,0,"TMEM235"
"20411","ENSG00000204279",0,0,0,0,0,0,0,0,"PAGE3"
"20412","ENSG00000204282",1,0,0,0,0,0,1,0,NA
"20413","ENSG00000204283",0,0,0,0,0,0,0,0,"LINC01973"
"20414","ENSG00000204287",0,0,1,0,0,0,1,1,"HLA-DRA"
"20415","ENSG00000204290",0,1,0,0,3,2,1,1,"BTNL2"
"20416","ENSG00000204291",3067,1479,1739,397,1423,1321,1409,596,"COL15A1"
"20417","ENSG00000204293",0,0,0,0,0,0,0,0,NA
"20418","ENSG00000204296",2,1,2,0,0,1,0,0,"TSBP1"
"20419","ENSG00000204300",0,0,0,0,0,0,0,0,"TMEM225"
"20420","ENSG00000204301",10,12,12,3,15,13,10,11,"NOTCH4"
"20421","ENSG00000204304",1069,895,1402,545,1515,1262,1020,829,"PBX2"
"20422","ENSG00000204305",25,23,36,14,32,33,16,18,"AGER"
"20423","ENSG00000204306",0,0,0,0,0,0,0,0,NA
"20424","ENSG00000204308",478,342,411,237,418,445,360,322,"RNF5"
"20425","ENSG00000204310",749,798,932,630,918,1087,652,768,"AGPAT1"
"20426","ENSG00000204311",63,53,75,43,53,47,58,49,"PJVK"
"20427","ENSG00000204314",144,119,183,57,171,111,128,94,"PRRT1"
"20428","ENSG00000204315",99,77,96,48,84,83,78,64,"FKBPL"
"20429","ENSG00000204316",28,20,27,8,13,23,12,16,"MRPL38"
"20430","ENSG00000204323",2,5,6,1,2,2,1,3,"SMIM5"
"20431","ENSG00000204334",52,21,35,10,2,1,32,12,"ERICH2"
"20432","ENSG00000204335",14,1,12,2,2,0,9,2,"SP5"
"20433","ENSG00000204338",14,9,25,9,11,8,16,8,"CYP21A1P"
"20434","ENSG00000204344",249,238,308,184,275,273,217,253,"STK19"
"20435","ENSG00000204345",0,0,0,0,0,0,0,0,"CD300LD"
"20436","ENSG00000204347",0,0,0,0,0,0,0,0,"BTBD17"
"20437","ENSG00000204348",226,219,250,124,250,246,153,129,"DXO"
"20438","ENSG00000204351",1190,843,1237,593,1330,1541,722,802,"SKIV2L"
"20439","ENSG00000204352",143,142,197,72,203,311,142,157,"C9orf129"
"20440","ENSG00000204356",987,823,1131,504,1153,1325,774,750,"NELFE"
"20441","ENSG00000204359",0,0,0,0,0,0,0,0,"CFB"
"20442","ENSG00000204361",3,2,2,0,4,2,3,2,"NXPE2"
"20443","ENSG00000204362",2,0,0,4,4,6,0,0,"LINC02783"
"20444","ENSG00000204363",0,0,0,0,0,0,0,0,"SPANXN5"
"20445","ENSG00000204364",0,0,0,0,0,0,0,0,"C2"
"20446","ENSG00000204365",0,0,0,0,0,0,0,0,NA
"20447","ENSG00000204366",149,75,133,49,150,92,108,44,"ZBTB12"
"20448","ENSG00000204368",0,0,0,0,0,0,0,0,""
"20449","ENSG00000204370",786,724,752,612,756,1090,701,740,"SDHD"
"20450","ENSG00000204371",1469,853,1291,550,1482,1148,1179,916,"EHMT2"
"20451","ENSG00000204375",0,0,0,0,0,0,0,0,NA
"20452","ENSG00000204376",0,0,0,0,0,0,0,0,NA
"20453","ENSG00000204377",14,14,25,20,25,28,15,21,NA
"20454","ENSG00000204379",0,0,0,0,0,0,0,0,"XAGE1A"
"20455","ENSG00000204380",4,5,4,3,6,19,4,3,"PKP4-AS1"
"20456","ENSG00000204381",1910,1444,3206,1407,2640,3475,2118,1883,"LAYN"
"20457","ENSG00000204382",0,0,0,0,0,0,0,0,"XAGE1B"
"20458","ENSG00000204385",1,0,1,2,0,1,2,2,"SLC44A4"
"20459","ENSG00000204386",1202,834,1115,536,1215,920,1061,821,"NEU1"
"20460","ENSG00000204387",6850,6773,4046,1911,2970,3146,2686,2566,"SNHG32"
"20461","ENSG00000204388",4252,3752,5750,2971,5687,5782,4655,4778,"HSPA1B"
"20462","ENSG00000204389",4129,3742,5646,3013,5699,5969,4655,4801,"HSPA1A"
"20463","ENSG00000204390",65,56,98,40,62,85,72,80,"HSPA1L"
"20464","ENSG00000204392",261,192,240,131,219,204,181,142,"LSM2"
"20465","ENSG00000204393",0,0,0,0,0,0,0,0,"NOL4L-DT"
"20466","ENSG00000204394",1145,1173,1087,597,1156,1553,853,858,"VARS1"
"20467","ENSG00000204396",12,4,29,11,23,16,37,16,"VWA7"
"20468","ENSG00000204397",92,67,132,48,190,111,91,84,"CARD16"
"20469","ENSG00000204398",0,0,0,0,0,0,0,0,""
"20470","ENSG00000204399",0,0,0,0,0,0,0,0,""
"20471","ENSG00000204403",4,2,1,3,8,8,4,12,"CASP12"
"20472","ENSG00000204406",699,434,756,326,838,649,510,478,"MBD5"
"20473","ENSG00000204410",20,18,25,10,29,16,20,14,"MSH5"
"20474","ENSG00000204414",0,0,0,0,0,0,0,0,"CSHL1"
"20475","ENSG00000204420",0,1,2,1,1,0,0,1,"MPIG6B"
"20476","ENSG00000204421",0,0,2,1,3,0,0,0,"LY6G6C"
"20477","ENSG00000204422",0,0,0,0,0,0,0,0,""
"20478","ENSG00000204424",0,0,0,0,0,0,0,0,"LY6G6F"
"20479","ENSG00000204427",26,23,21,14,20,27,19,18,"ABHD16A"
"20480","ENSG00000204428",35,25,30,21,40,40,42,45,"LY6G5C"
"20481","ENSG00000204429",1,0,4,2,2,5,3,1,""
"20482","ENSG00000204434",1,0,0,3,5,7,2,5,"POTEKP"
"20483","ENSG00000204435",112,135,155,112,132,190,124,125,"CSNK2B"
"20484","ENSG00000204437",0,1,0,0,0,1,0,0,"CTSLP6"
"20485","ENSG00000204438",352,288,375,208,342,388,306,268,"GPANK1"
"20486","ENSG00000204439",280,258,271,152,240,361,218,242,"C6orf47"
"20487","ENSG00000204442",195,174,89,45,163,138,253,176,"FAM155A"
"20488","ENSG00000204444",53,44,55,26,46,41,44,25,"APOM"
"20489","ENSG00000204446",1,6,10,3,5,3,6,2,"LINC02872"
"20490","ENSG00000204449",0,9,1,0,0,0,0,0,"TRIM49C"
"20491","ENSG00000204450",0,0,0,0,0,0,0,0,"TRIM64"
"20492","ENSG00000204455",0,6,0,0,0,0,0,0,"TRIM51BP"
"20493","ENSG00000204456",0,0,0,0,0,0,0,0,""
"20494","ENSG00000204460",0,0,0,0,0,0,0,0,"LINC01854"
"20495","ENSG00000204463",3790,2892,4030,2018,3968,4256,2849,3043,"BAG6"
"20496","ENSG00000204464",0,0,0,0,0,0,1,0,"C1orf195"
"20497","ENSG00000204466",0,0,0,0,0,0,0,0,NA
"20498","ENSG00000204469",4619,4063,5323,2813,5709,7471,4156,4624,"PRRC2A"
"20499","ENSG00000204471",0,0,0,0,0,0,0,0,"TBC1D3P4"
"20500","ENSG00000204472",0,0,0,0,1,1,0,0,"AIF1"
"20501","ENSG00000204475",0,0,0,0,1,0,0,0,"NCR3"
"20502","ENSG00000204478",0,2,0,0,0,0,0,0,"PRAMEF20"
"20503","ENSG00000204479",0,0,0,0,0,0,0,0,"PRAMEF17"
"20504","ENSG00000204480",0,0,0,0,0,0,0,0,"PRAMEF19"
"20505","ENSG00000204481",0,6,0,0,0,0,0,0,"PRAMEF14"
"20506","ENSG00000204482",0,2,0,0,2,2,1,1,"LST1"
"20507","ENSG00000204485",0,18,0,0,0,1,0,0,NA
"20508","ENSG00000204486",0,2,0,0,0,0,0,0,NA
"20509","ENSG00000204487",0,0,0,0,0,0,0,0,"LTB"
"20510","ENSG00000204488",0,0,0,0,0,0,0,0,NA
"20511","ENSG00000204490",0,0,0,0,0,0,0,0,"TNF"
"20512","ENSG00000204491",0,0,0,0,0,0,0,0,NA
"20513","ENSG00000204495",0,6,0,0,0,0,0,0,NA
"20514","ENSG00000204498",227,171,277,105,255,276,201,207,"NFKBIL1"
"20515","ENSG00000204501",1,1,0,0,0,0,0,0,"PRAMEF15"
"20516","ENSG00000204502",0,3,0,0,0,0,0,0,NA
"20517","ENSG00000204503",0,0,0,0,0,0,0,0,NA
"20518","ENSG00000204505",0,1,0,0,0,0,0,0,"PRAMEF9"
"20519","ENSG00000204508",0,0,0,0,0,0,0,0,NA
"20520","ENSG00000204510",0,20,0,0,0,1,0,0,"PRAMEF7"
"20521","ENSG00000204511",0,0,0,0,0,0,0,0,"MCCD1"
"20522","ENSG00000204513",0,0,0,0,0,0,0,0,NA
"20523","ENSG00000204514",102,78,188,101,231,213,97,81,"ZNF814"
"20524","ENSG00000204516",156,179,202,154,214,348,149,234,"MICB"
"20525","ENSG00000204518",3,9,8,7,0,3,5,14,"AADACL4"
"20526","ENSG00000204519",77,66,132,59,136,167,75,87,"ZNF551"
"20527","ENSG00000204520",457,310,592,245,321,298,478,390,"MICA"
"20528","ENSG00000204524",50,47,73,30,58,80,55,36,"ZNF805"
"20529","ENSG00000204525",7964,6597,8561,4225,10235,11386,5967,5634,"HLA-C"
"20530","ENSG00000204528",1,1,0,0,0,1,2,2,"PSORS1C3"
"20531","ENSG00000204529",0,0,0,0,0,0,0,0,"GUCY2EP"
"20532","ENSG00000204531",3,6,7,1,3,0,6,3,"POU5F1"
"20533","ENSG00000204532",1,7,3,3,2,3,0,0,"ZSCAN5C"
"20534","ENSG00000204533",36,31,87,20,99,35,41,53,NA
"20535","ENSG00000204536",354,258,407,184,385,333,291,268,"CCHCR1"
"20536","ENSG00000204538",1,1,1,1,3,1,0,1,"PSORS1C2"
"20537","ENSG00000204539",1,0,0,1,0,0,0,1,"CDSN"
"20538","ENSG00000204540",13,18,35,16,19,32,28,24,"PSORS1C1"
"20539","ENSG00000204542",0,0,0,0,1,0,0,0,"C6orf15"
"20540","ENSG00000204544",0,0,0,0,0,0,0,0,"MUC21"
"20541","ENSG00000204547",0,0,0,0,0,0,0,0,"DEFB122"
"20542","ENSG00000204548",0,0,0,0,0,0,0,0,"DEFB121"
"20543","ENSG00000204555",0,0,0,0,0,0,0,0,"CFTRP3"
"20544","ENSG00000204556",13,7,20,11,7,2,16,10,""
"20545","ENSG00000204560",767,776,807,511,813,1220,672,884,"DHX16"
"20546","ENSG00000204564",117,113,151,94,152,140,119,132,"C6orf136"
"20547","ENSG00000204566",0,0,0,0,0,1,0,0,NA
"20548","ENSG00000204568",639,559,679,440,743,690,502,548,"MRPS18B"
"20549","ENSG00000204569",1097,731,1245,664,1146,1396,907,847,"PPP1R10"
"20550","ENSG00000204571",0,0,0,0,0,0,0,0,"KRTAP5-11"
"20551","ENSG00000204572",1,2,2,0,2,1,0,1,"KRTAP5-10"
"20552","ENSG00000204574",1540,1422,1724,1025,2162,2549,1492,1275,"ABCF1"
"20553","ENSG00000204576",234,148,311,110,296,270,240,149,"PRR3"
"20554","ENSG00000204577",1,4,4,0,3,13,2,2,"LILRB3"
"20555","ENSG00000204580",602,511,695,361,1103,1326,663,755,"DDR1"
"20556","ENSG00000204581",14,8,7,11,12,9,7,11,"ACOXL-AS1"
"20557","ENSG00000204583",0,0,0,0,0,0,0,0,"LRCOL1"
"20558","ENSG00000204584",2,0,1,0,2,3,0,0,""
"20559","ENSG00000204588",27,23,37,21,71,104,23,29,"LINC01123"
"20560","ENSG00000204590",2083,1981,2246,1147,2555,2895,1889,1880,"GNL1"
"20561","ENSG00000204592",7533,8744,11600,8083,13244,17007,8250,11269,"HLA-E"
"20562","ENSG00000204595",0,0,0,0,0,0,0,0,"DPRX"
"20563","ENSG00000204599",205,135,268,136,213,213,207,164,"TRIM39"
"20564","ENSG00000204603",0,1,0,0,0,0,0,0,"LINC01257"
"20565","ENSG00000204604",108,116,162,140,221,343,132,160,"ZNF468"
"20566","ENSG00000204610",0,0,0,0,0,0,0,0,"TRIM15"
"20567","ENSG00000204611",217,196,299,181,286,285,224,229,"ZNF616"
"20568","ENSG00000204612",0,0,0,0,0,0,0,0,"FOXB2"
"20569","ENSG00000204613",0,0,0,0,0,0,0,0,"TRIM10"
"20570","ENSG00000204614",0,0,0,0,0,0,0,0,"TRIM40"
"20571","ENSG00000204616",0,0,0,0,1,0,0,0,"TRIM31"
"20572","ENSG00000204618",11,13,18,21,33,29,22,10,"RNF39"
"20573","ENSG00000204619",891,749,1140,662,1337,1428,762,796,"PPP1R11"
"20574","ENSG00000204620",4,8,7,6,4,5,2,6,""
"20575","ENSG00000204622",6,5,4,5,11,13,12,6,"HLA-J"
"20576","ENSG00000204623",148,77,239,81,156,184,177,139,"ZNRD1ASP"
"20577","ENSG00000204624",0,0,4,7,1,0,4,1,"DISP3"
"20578","ENSG00000204625",0,0,3,0,0,1,0,1,"HCG9"
"20579","ENSG00000204628",22354,21393,23885,11958,23536,24354,16310,17377,"RACK1"
"20580","ENSG00000204632",135,117,127,85,205,269,118,134,"HLA-G"
"20581","ENSG00000204634",183,143,254,129,341,343,232,285,"TBC1D8"
"20582","ENSG00000204637",0,0,0,0,1,0,0,0,"ARPP19P2"
"20583","ENSG00000204640",0,0,0,0,0,0,0,0,"NMS"
"20584","ENSG00000204642",48,39,32,15,64,73,21,13,"HLA-F"
"20585","ENSG00000204644",0,0,0,0,0,0,0,0,"ZFP57"
"20586","ENSG00000204645",0,0,0,0,1,0,0,0,NA
"20587","ENSG00000204648",0,0,0,0,0,0,0,0,"SSX9P"
"20588","ENSG00000204650",93,55,134,66,361,341,100,76,"LINC02210"
"20589","ENSG00000204652",1410,1237,1752,806,701,781,406,380,"RPS26P8"
"20590","ENSG00000204653",7,5,9,4,2,2,4,9,"ASPDH"
"20591","ENSG00000204655",0,0,0,0,0,1,0,0,"MOG"
"20592","ENSG00000204657",0,1,0,0,0,0,0,0,"OR2H2"
"20593","ENSG00000204658",0,0,0,0,0,0,0,0,"CST9LP2"
"20594","ENSG00000204659",3,3,3,0,1,1,1,0,"CBY3"
"20595","ENSG00000204661",0,1,2,0,1,1,0,0,"C5orf60"
"20596","ENSG00000204662",0,0,0,0,0,0,0,0,"CST9LP1"
"20597","ENSG00000204663",0,0,0,0,0,0,0,0,"CST13P"
"20598","ENSG00000204666",6,3,5,0,7,1,5,0,""
"20599","ENSG00000204669",0,0,0,0,0,0,0,0,"C9orf57"
"20600","ENSG00000204670",0,0,0,0,0,0,0,0,"IGKV1OR2-3"
"20601","ENSG00000204671",0,0,0,0,0,0,0,0,"IL31"
"20602","ENSG00000204673",1464,1345,1770,913,1620,1769,1202,1221,"AKT1S1"
"20603","ENSG00000204677",0,0,2,5,0,4,0,1,"FAM153CP"
"20604","ENSG00000204681",601,694,776,466,829,944,607,698,"GABBR1"
"20605","ENSG00000204682",52,40,39,23,27,37,41,27,"MIR1915HG"
"20606","ENSG00000204683",0,0,0,0,0,0,0,0,NA
"20607","ENSG00000204684",0,0,0,0,0,0,0,0,""
"20608","ENSG00000204685",52,62,63,53,84,99,47,66,"STARD7-AS1"
"20609","ENSG00000204687",0,0,0,0,0,0,0,0,"MAS1L"
"20610","ENSG00000204688",0,0,0,0,0,0,0,0,"OR2H1"
"20611","ENSG00000204689",0,0,0,0,0,0,0,0,"OR10C1"
"20612","ENSG00000204690",0,0,0,0,0,0,0,0,"OR12D2"
"20613","ENSG00000204692",0,0,0,0,0,0,0,0,"OR12D3"
"20614","ENSG00000204694",0,0,0,0,0,0,0,0,"OR11A1"
"20615","ENSG00000204695",0,0,0,0,0,0,0,0,"OR14J1"
"20616","ENSG00000204697",0,0,0,0,0,0,0,0,"OR2U1P"
"20617","ENSG00000204699",0,0,0,0,0,0,0,0,"UBTFL3"
"20618","ENSG00000204700",0,0,0,0,0,0,0,0,"OR2J2"
"20619","ENSG00000204701",0,0,0,1,0,0,0,0,"OR2J3"
"20620","ENSG00000204702",0,0,0,0,0,0,0,0,"OR2J1"
"20621","ENSG00000204703",0,0,0,0,0,0,0,0,"OR2B3"
"20622","ENSG00000204704",0,0,0,0,0,0,0,0,"OR2W1"
"20623","ENSG00000204705",0,0,0,0,0,0,0,0,"UBTFL5"
"20624","ENSG00000204706",8,7,6,3,7,8,4,3,"MAMDC2-AS1"
"20625","ENSG00000204709",0,0,0,0,0,0,1,1,"LINC01556"
"20626","ENSG00000204710",2,0,0,0,0,3,0,0,"SPDYC"
"20627","ENSG00000204711",0,0,0,1,1,0,0,0,"C9orf135"
"20628","ENSG00000204713",993,851,937,590,1155,1245,828,789,"TRIM27"
"20629","ENSG00000204717",0,0,0,0,0,0,0,1,NA
"20630","ENSG00000204718",1,0,0,0,0,0,0,1,"CNN2P12"
"20631","ENSG00000204740",6,2,4,2,3,6,14,7,"MALRD1"
"20632","ENSG00000204745",407,355,435,304,499,703,382,422,""
"20633","ENSG00000204752",0,0,0,0,0,0,0,0,NA
"20634","ENSG00000204754",0,0,0,0,0,0,0,0,"LINC01951"
"20635","ENSG00000204758",8,3,17,14,12,17,7,7,""
"20636","ENSG00000204764",19,18,5,7,1,8,23,22,"RANBP17"
"20637","ENSG00000204767",76,37,94,22,28,40,69,39,"INSYN2B"
"20638","ENSG00000204771",491,458,486,330,510,695,412,585,NA
"20639","ENSG00000204775",305,360,257,129,289,435,240,262,NA
"20640","ENSG00000204776",0,0,0,0,0,0,0,0,"IGKV1OR-3"
"20641","ENSG00000204778",183,180,148,123,206,263,152,138,"CBWD4P"
"20642","ENSG00000204779",2,1,3,1,1,1,1,0,"FOXD4L5"
"20643","ENSG00000204780",0,0,0,0,0,0,0,0,"IGKV1OR9-1"
"20644","ENSG00000204787",0,0,0,0,0,0,0,0,"REG1CP"
"20645","ENSG00000204788",0,0,0,1,0,0,0,0,NA
"20646","ENSG00000204789",37,31,46,13,68,31,42,26,"ZNF204P"
"20647","ENSG00000204790",459,372,491,292,594,753,378,317,""
"20648","ENSG00000204791",1,0,0,0,0,1,0,0,"SMPD5"
"20649","ENSG00000204792",2,0,49,25,46,73,36,41,"LINC01291"
"20650","ENSG00000204793",1,1,4,0,0,3,4,2,NA
"20651","ENSG00000204794",316,226,477,198,328,447,486,396,NA
"20652","ENSG00000204801",242,162,244,134,298,264,246,186,"FGF7P7"
"20653","ENSG00000204802",38,19,54,18,36,26,48,28,""
"20654","ENSG00000204805",8,4,4,4,5,6,4,3,NA
"20655","ENSG00000204807",2,1,2,2,2,2,1,1,NA
"20656","ENSG00000204813",0,0,0,0,0,0,0,0,NA
"20657","ENSG00000204814",0,0,0,0,0,0,1,0,""
"20658","ENSG00000204815",26,27,32,11,43,23,17,25,"ODAD4"
"20659","ENSG00000204816",444,322,432,265,553,473,466,344,"FGF7P5"
"20660","ENSG00000204818",0,0,0,0,0,1,0,0,"ADGRF5P2"
"20661","ENSG00000204822",24,14,27,10,29,31,19,30,"MRPL53"
"20662","ENSG00000204828",2,1,4,1,1,2,2,2,NA
"20663","ENSG00000204832",0,0,1,0,2,0,0,0,"ST8SIA6-AS1"
"20664","ENSG00000204837",326,218,246,189,274,232,242,187,"FGF7P3"
"20665","ENSG00000204839",72,105,84,57,79,91,99,136,"MROH6"
"20666","ENSG00000204842",1020,1184,1486,1150,1502,1917,980,1536,"ATXN2"
"20667","ENSG00000204843",5270,4698,7758,4461,7249,8875,5060,6081,"DCTN1"
"20668","ENSG00000204844",0,0,0,0,0,0,0,0,NA
"20669","ENSG00000204848",0,0,0,0,0,0,0,0,NA
"20670","ENSG00000204849",0,0,0,0,0,0,0,0,"SPATA31A1"
"20671","ENSG00000204850",0,0,0,0,0,0,0,0,""
"20672","ENSG00000204851",107,77,102,48,17,31,69,88,"PNMA8B"
"20673","ENSG00000204852",786,561,1090,530,990,975,806,736,"TCTN1"
"20674","ENSG00000204856",108,108,136,103,157,175,100,112,"FAM216A"
"20675","ENSG00000204859",207,187,272,132,228,277,176,198,"ZBTB48"
"20676","ENSG00000204860",0,0,0,0,0,0,0,0,"FAM201A"
"20677","ENSG00000204866",0,0,1,0,0,1,0,0,"IGFL2"
"20678","ENSG00000204869",0,0,1,3,3,1,1,0,"IGFL4"
"20679","ENSG00000204872",0,0,0,0,0,0,0,0,"NAT8B"
"20680","ENSG00000204873",0,0,0,0,0,0,0,0,"KRTAP9-3"
"20681","ENSG00000204876",0,0,0,0,0,0,0,0,""
"20682","ENSG00000204880",0,0,0,0,0,0,0,0,"KRTAP4-8"
"20683","ENSG00000204882",6,1,8,0,8,3,6,0,"GPR20"
"20684","ENSG00000204887",0,0,0,0,0,0,0,0,"KRTAP1-4"
"20685","ENSG00000204889",0,0,1,0,0,1,1,0,"KRT40"
"20686","ENSG00000204894",0,0,9,4,0,0,0,0,""
"20687","ENSG00000204897",0,0,0,0,0,0,0,0,"KRT25"
"20688","ENSG00000204899",157,136,139,133,132,202,128,147,"MZT1"
"20689","ENSG00000204904",1,1,2,0,1,6,1,1,"LINC01545"
"20690","ENSG00000204909",2,0,1,0,0,0,1,0,"SPINK9"
"20691","ENSG00000204913",1,0,0,0,1,0,0,0,"LRRC3C"
"20692","ENSG00000204915",0,0,0,0,0,0,0,0,"MFFP3"
"20693","ENSG00000204918",0,0,0,0,0,0,0,0,"PRR20B"
"20694","ENSG00000204919",0,0,0,0,0,0,0,0,"PRR20A"
"20695","ENSG00000204920",62,51,67,25,104,62,66,48,"ZNF155"
"20696","ENSG00000204922",47,43,47,24,63,61,26,33,"UQCC3"
"20697","ENSG00000204923",70,34,75,45,58,46,64,68,"FBXO48"
"20698","ENSG00000204928",0,0,0,0,0,0,0,0,"GRXCR2"
"20699","ENSG00000204929",5,0,2,1,2,5,3,2,""
"20700","ENSG00000204930",0,0,0,0,0,2,1,1,"FAM221B"
"20701","ENSG00000204933",1,2,9,0,10,3,7,3,"CD177P1"
"20702","ENSG00000204934",33,11,23,19,23,19,30,12,"ATP6V0E2-AS1"
"20703","ENSG00000204936",17,11,22,5,26,27,26,11,"CD177"
"20704","ENSG00000204941",351,145,8168,3395,1476,1054,194,108,"PSG5"
"20705","ENSG00000204946",219,244,199,132,217,308,210,227,"ZNF783"
"20706","ENSG00000204947",133,90,188,64,165,159,131,100,"ZNF425"
"20707","ENSG00000204949",1,1,0,0,0,1,0,0,"FAM83A-AS1"
"20708","ENSG00000204950",0,0,0,0,0,0,0,0,"LRRC10B"
"20709","ENSG00000204952",0,0,1,1,0,0,0,0,"FBXO47"
"20710","ENSG00000204954",98,79,83,70,99,164,66,55,"C12orf73"
"20711","ENSG00000204956",48,28,80,38,119,95,55,38,"PCDHGA1"
"20712","ENSG00000204957",3,6,7,1,3,6,4,3,NA
"20713","ENSG00000204959",284,247,877,473,385,537,438,448,"ARHGEF34P"
"20714","ENSG00000204960",0,0,0,0,0,0,0,0,"BLACE"
"20715","ENSG00000204961",1,4,0,1,0,2,0,1,"PCDHA9"
"20716","ENSG00000204962",0,2,2,0,8,9,1,0,"PCDHA8"
"20717","ENSG00000204963",11,7,2,2,1,3,2,3,"PCDHA7"
"20718","ENSG00000204965",1,1,0,1,0,1,0,3,"PCDHA5"
"20719","ENSG00000204967",13,10,5,3,5,4,2,5,"PCDHA4"
"20720","ENSG00000204969",4,1,1,1,1,1,1,2,"PCDHA2"
"20721","ENSG00000204970",0,2,1,0,2,1,0,1,"PCDHA1"
"20722","ENSG00000204971",0,0,0,0,0,0,0,0,""
"20723","ENSG00000204977",440,413,549,383,507,737,396,458,"TRIM13"
"20724","ENSG00000204978",0,0,0,0,0,0,0,0,"ERICH4"
"20725","ENSG00000204979",0,0,0,0,0,0,0,0,"MS4A13"
"20726","ENSG00000204982",0,0,0,0,0,0,0,1,"PRSS3P4"
"20727","ENSG00000204983",0,0,0,0,0,0,0,0,"PRSS1"
"20728","ENSG00000204989",0,0,0,0,0,0,0,0,"OR4D8P"
"20729","ENSG00000204990",0,0,0,0,0,0,0,0,""
"20730","ENSG00000204991",111,59,159,49,196,113,121,88,"SPIRE2"
"20731","ENSG00000204993",0,1,0,0,0,0,0,0,"CRTC1P1"
"20732","ENSG00000205002",1,2,0,2,0,2,0,6,"AARD"
"20733","ENSG00000205015",0,0,0,0,0,0,0,0,"LINC02138"
"20734","ENSG00000205018",0,0,0,0,0,0,0,0,""
"20735","ENSG00000205020",0,0,0,0,0,0,0,0,NA
"20736","ENSG00000205021",0,0,0,0,0,0,0,0,NA
"20737","ENSG00000205022",0,0,0,0,0,0,0,0,"PABPN1L"
"20738","ENSG00000205025",0,0,0,0,0,0,0,0,"OR5G5P"
"20739","ENSG00000205029",0,0,0,0,0,0,0,0,"OR5D16"
"20740","ENSG00000205030",0,0,0,0,0,0,0,0,"OR5L2"
"20741","ENSG00000205035",0,0,0,0,0,0,0,0,""
"20742","ENSG00000205037",6,1,14,2,7,6,15,4,""
"20743","ENSG00000205038",0,0,2,0,0,1,0,0,"PKHD1L1"
"20744","ENSG00000205041",15,12,23,14,24,32,15,20,""
"20745","ENSG00000205044",0,0,0,0,0,0,0,0,""
"20746","ENSG00000205045",5,3,6,4,1,4,5,4,""
"20747","ENSG00000205047",32,28,37,24,48,59,32,22,NA
"20748","ENSG00000205054",14,10,10,2,13,10,17,14,"LINC01121"
"20749","ENSG00000205056",0,2,0,0,1,1,0,0,"LINC02397"
"20750","ENSG00000205057",0,0,0,0,1,1,1,0,"CLLU1-AS1"
"20751","ENSG00000205060",567,528,646,383,769,1072,514,546,"SLC35B4"
"20752","ENSG00000205076",0,0,0,0,0,0,0,0,"LGALS7"
"20753","ENSG00000205078",7,14,6,2,5,4,6,6,"SYCE1L"
"20754","ENSG00000205081",0,0,0,0,0,0,0,0,NA
"20755","ENSG00000205084",160,117,255,113,150,182,199,151,"TMEM231"
"20756","ENSG00000205085",26,31,36,31,35,55,19,33,"FAM71F2"
"20757","ENSG00000205086",0,3,1,2,0,2,0,0,"C2orf91"
"20758","ENSG00000205089",2,2,2,3,5,6,1,0,"CCNI2"
"20759","ENSG00000205090",48,55,67,29,62,76,55,61,"TMEM240"
"20760","ENSG00000205097",0,0,0,0,0,0,0,0,"FRG2"
